Company_Name,Company_Link,ad_cat,Star Rating,Review Text,Review Date,Reviewer Role,Location
,https://au.seek.com/companies/fyfe-436948,construction,5.0,The company is growing each year and at times can be quite busy until we recruit more staff,Apr 2022,Engineering,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,No major challenges.,Mar 2022,Corporate,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Organisation is growing at a rapid rate,Feb 2021,Senior Project Manager,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,"Management, Company has no regard for its employees, as far as they are concerned you are there to provide a need. Just a resource",Nov 2020,Mechanical Draftsperson,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,The diversity in projects won.,Aug 2020,Surveyor,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Management in Adelaide lacks direction and experience in anything other then oil and gas flowlines. I feel as though staff are viewed as dollar signs only and management care only about bottom line profit which is minimal due to under pricing jobs to keep staff busy.,Jun 2020,Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,"company with growing pains, with challenges in good leadership skills in management team. inconsistent professional development policies salary varies widely for same job function some managers have a habit of dumbing down smart engineers",Jun 2020,Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,clear directions and timeline,Mar 2020,Senior Civil 12D Designer,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Management care more so about the bottom line as opposed to driving a positive and supportive culture. The excessive level of micromanagement.,Dec 2019,Senior Civil and Structural Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Management is only profit orientedm. There is lack of experience in providing mentoring.,Nov 2019,Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,I’ve had limited challenges thanks to the support and industry knowledge from the management and administration teams,Sep 2019,Licensed Surveyor,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Inside an office all day.,Sep 2019,Information Technology Support Officer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,"Learning new skills, from day one and developing those skills to exceed clients expectations by delivering a quality service every time.",Sep 2019,Senior Draftsperson,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,Lack of management commitment to improving the basics and looking after their staff.,Sep 2019,Engineering Role,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Not enough female representation at the Senior Management level,Aug 2019,Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Early morning flights are never fun,Jul 2019,Manager,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Southern side of the City means a bit further to ride to get to work,Jul 2019,Accounting Role,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,"It's contracting so the client keeps moving the goal posts. You're tied to what, when and how the client wants work done so it can be 12-15 hour days for a two week crunch followed by two weeks of little work. Occasionally \""good enough\"" and \""just in time\"" methodologies can feel wasteful.",Jul 2019,Drawer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,None! Perfect work environment :),Jul 2019,Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,"Typical growing pains, however the company is able to keep up with good hiring practices.",Jul 2019,Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,No unexpected challenges,Jul 2019,Graduate Process Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Some challenging times when the business was struggling but the company has worked hard on turning things around and now have much better control over operations,Jul 2019,Surveying,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,"Project delivery deadlines are tight, however this is great if looking for a challenge",Jul 2019,Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,continual battle for market presence/share,Jul 2019,planner,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,"The industry overall is really ramping up, so the workload can sometimes be a little overwhelming.",Jun 2019,Coordinator,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,"Every job has its challenges, it doesn't matter where you work. It is up to you to manage how you are going to overcome them.",Jun 2019,Administration Officer,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Negative work culture,May 2019,Surveyor,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,"How human capital (real life individuals) is treated during profit & non-profit economic times is a culture indicator (shared values shouldn’t alter). Worthwhile knowing ops strategies e.g. workforce planning (or does it exist), level & extent of problem-solving (or whims). As newbie in the establishment, can you truly perform at your best & help bring out best in others for great (collaborative, sustainable) or improved results. Maybe check out experience diversity, balance & progressive qualifications, innovative training completed by main decision-makers for informed choice to clarify why, how things get done systematically & structurally (bureaucratic bias or participative). No real feel experienced of working toward community of proactive, thoughtful research or practice with quality & sustainability indicators.",Jan 2019,Day to day worker completing tasks/projects,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,"Poor, very poor mangement. No leadership. No business acumen.",Nov 2018,Project Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Diverse range of projects across multiple industries,Nov 2018,Admin,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Market conditions with oil and gas,Sep 2018,Assistant Manager,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Need more staff as we are doing plenty of overtime.,Aug 2018,SA Survey,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,Some people in management seemed to have a poor understanding of the work undertaken by the business and no idea of current or prospective staff capability. This resulted in hiring of and/or mobilisation of incompetent staff who bungled relatively simple jobs. Pay is poor if working ordinary hours or for staff put on low flat rate contracts.,Aug 2018,Surveyor,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Only really understand how to survey gas pipelines. The rest is a mystery to management & they get frustrated with people when they manage poorly.,Jul 2018,Project Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,5.0,Credit control can be improve.,Feb 2018,Accounts Payable Officer,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Implementing new strategies and processes Keep the IT systems running so the company has the ability to prosper,Feb 2018,Network Administrator,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Top Heavy We need at least 20 characters for a review,Dec 2017,Project Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,"dealing with management and their \""bottom line\"" approach. No care or concern for staff, they are just a thing to be moved about to make money at their whim. Little forward planning.",Nov 2017,Land Surveyor,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,"Like all other consulting firms, budgets and deadlines were the challenge.",Oct 2017,Designer,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,As a chain management there is no opportunity for career development.,Sep 2017,Chainman,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Poor management and politics issue in the office.,Apr 2017,Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,No clear dirrection from management team. Fast growth meant core team were not equipped wi th the knowledge and skills to manage growing teams.,Sep 2016,Systems Management,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,Thinking that you had stability and have it taken from you so quickly,Sep 2016,Administration Officer,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Small company means the vision ahead and problem solving options are limited to how the company can respond.,Sep 2016,Senior mechanical engineer,
,https://au.seek.com/companies/fyfe-436948,construction,1.0,Small and unprofessional. Tried to grow too quickly but management systems could not catch up.,Feb 2016,Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,"Low pay, no overtime, remote location with no site allowance",Sep 2015,Spatial Data Specialist,
,https://au.seek.com/companies/fyfe-436948,construction,3.0,Poor leadership and project management,Sep 2015,Senior Design Drafter,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,"Admin seen as an overhead and of low value sometimes as opposed to the cost of doing good business, but understandable as the company involved in the oil and has industry which can be challenging",Sep 2015,Administration Officer,
,https://au.seek.com/companies/fyfe-436948,construction,2.0,For some people there is a chance to work on different projects in different roles; but only for some people.,Sep 2015,Senior Mechanical Engineer,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,Facing the current market and subsequent downturn has force people to look at their roles and diversify them to suit.,Sep 2015,Team Lead,
,https://au.seek.com/companies/fyfe-436948,construction,4.0,,Aug 2015,Draftsman,
,https://au.seek.com/companies/fyna-foods-800728,manu,5.0,"Everything is ok, I didn’t find anything difficult",Mar 2020,Process Worker,
,https://au.seek.com/companies/fyna-foods-800728,manu,1.0,No respect. No parts. No time. No safety!!!! I think I entered a time machine and got out at the eighties.,Mar 2020,Maintenance Role,
,https://au.seek.com/companies/fyna-foods-800728,manu,1.0,Turning up to work knowing your about to be treated like dirt again,Jun 2019,Process Worker,
,https://au.seek.com/companies/fyna-foods-800728,manu,2.0,management,Oct 2015,storeman/admin,
,https://au.seek.com/companies/game-management-authority-870419,farm,,,,,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,Organization of the work,Apr 2026,Housekeeping Staff,Onslow WA 6710
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,"The pay was below average. For a while we were unpaid for our twice daily tea breaks which was not in line with the FairWork regulations (this got rectified after a system change at least). I felt that the business as a whole was insanely revenue driven to the point where corners were cut, and it was sometimes hard to justify the cost increase of our product to the customers. Parental leave pay was also pretty bad compared to other places.",Oct 2025,Office Staff,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Management in Adelaide, cost cutting to the point that client complaints start rolling in. Then it is the site managers fault and you are thrown under the bus",Jun 2025,Mining Village Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,,Jun 2025,Chef,Katherine & Northern Australia NT
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,"Management toxic, uninformed of duties but expected to perform them.Hours less than advised.New staff acquired but insufficient work for existing staff. New staff got formal high-level training that I was denied. I may have been setup for termination. No performance feedback. Shops 3 to 4 hours.",May 2025,Driver Guide,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,"Many CIO’s in my time, leadership direction changed often, execs pulled my team in different directions. Everyone felt pressure, making teams overworked, hard to prioritise or plan - last minute changes always.",May 2025,General Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,4.0,Tighter budgets in Parks mean it's a slower process for change however people are highly empowered and managers are always open to new ideas and improvements.,May 2025,Senior Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,"HR is seen as transactional with little operational alignment. Executive HR Leadership lacks large-scale experience. “Showcase” work is prioritised over substance, and employee surveys feel more like a search for dissent than a tool for genuine feedback. Projects are based on personal wants.",Apr 2025,People & Culture,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Unrealistic workloads and understaffing, especially during peak periods Poor time management leading to rushed and incomplete tasks Bias and unfair task distribution Management unwilling to accept feedback; creates a culture of fear and sickened inadequate tools and PPE Micromanagement very common",Apr 2025,Housekeeping Attendant,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Management not ready to lead a team and answer questions, chaotic environment without a plan to improve work quality. Low number of weekly shifts and not worker friendly",Apr 2025,Housekeeper,Bunbury & South West WA
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Toxic environment. Poor management.,Mar 2025,Housekeeping Attendant,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Dealing with arrogant management who couldn't care less about you. The staff meals were often inedible and accommodation was dirty. Pay often wrong and took a long time to get fixed. Safety of staff, non existent.",Mar 2025,Qualified Skipper,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,Dealing with arrogant chefs,Jan 2025,Kitchen Assistant,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,"Management, pace of work, expectation.",Dec 2024,Marketing Department,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Poor Management - no clear communication, no clarity of role, no timely feedback, treating people like numbers. They won't meet you to set expectations and shock with their rude feedback. Expecting the moon in first few days of work - no work related trainings.",Dec 2024,Team Member,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Other staff members that don’t listen or change things when your on days off. Head office not taking complaints seriously.,Nov 2024,Supervisor,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"The most toxic work environment I have ever encountered. An oblivious uncaring C-Suite who think they are above it all. The place is a revolving door of staff. The systems are completely inadequate. For a company in the hospitality industry, caring about the park guests is at the very bottom of the list.",Mar 2024,Support Office,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Redickules management,Sep 2023,Housekeeper,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Working under management and head office bureaucrats that have no in park experience or regards for casual employees,Jul 2023,Receptionist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,fast growing business,May 2023,Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,"a lot of office politics, even when you can make a huge difference and save vast sums of money, there are too many people who don't like change and stop you from progressing, lots of people like to have lots of meetings about doing lots of work but actually don't do anything.",Mar 2023,F&B specialist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,Management and Head office do not care as long as it involves money they do not care even HR is terrible. Why have training and guidelines if they can't be followed,Dec 2022,Allrounder,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,The nearest other coffee option was 40kms away,Oct 2022,Retail Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,4.0,"Contacting head office proved difficult. Pay wasn't always accurate and required correcting, as this was also needed to be conducted via head office it would be delayed. No formal training provided and team skills were often mismatched",Oct 2022,Receptionist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Poor leadership, lack of support, no work life balance",Aug 2022,Head Office employee,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Poor upper management ethic.,May 2022,Assistant Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Everything they just want profit profit dont give a stuff about saff. No morale.,Apr 2022,Caretaker,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Trying to communicate with management who had no idea what they were doing. Was not treated as a person but purely a number. Worst place I have ever worked.,Mar 2022,Maintenance Role,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Toxic head office culture, departments that do not want to work together internally, management set in ways and will not change, from the top down…would not wish worse enemy to work in their head office!",Feb 2022,Office,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Working extremely under staffed. No support from the Area Manager.,Feb 2022,Allrounder,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,Was trying to get more hours during covid i actually had to quit because there wasn't any hours i was able to get,Jan 2022,Receptionist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,Can be tough living remote.,Dec 2021,Park Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,as i am getting older my body is hurting alot more as housekeeping is a very physical job,Oct 2021,Housekeeper,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Head Office does not listen to staff and only focusses on negatives, there is ZERO celebrating the wins.",Sep 2021,Park Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Long hours and low pay. Focused on acquisitions and profit without proper ERP. High staff turnover especially in finance.,Apr 2021,Office worker,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Upper management had little to no experience at running restaurants and bars with little care given to training or a clear guide to systems they wanted to run, handcuffing you at adapting new systems that needed to be implemented.",Mar 2021,Assistant Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,"Being extremely remote, flies and heat.",Oct 2020,Allrounder,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,Busy and implementing changes.,Apr 2020,Duty Manager/ Relief Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,An organisation sometimes managed via emotional and personalist values,Apr 2020,Administration Department,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Way too much pressure from head office to get the rooms cleaned in an impossible time, even though no one from head office has any cleaning experience or even seen the rooms.",Mar 2020,Housekeeper,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"No support from head office, like legit zero support, but the park staff will be blamed for everything. Feel like I've worked for the most inexperienced and unprofessional company to ever exist!",Mar 2020,Front Office Receptionist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,Dynamic pricing Is definitely a challenge and head office management,Mar 2020,Receptionist,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Not a single person in the head office has ever worked in a caravan park.,Mar 2020,Guest Services Agent,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,5.0,Ambition sometimes overshoots capacity. Can sometimes be confusing and a bit thin on communication.,Mar 2020,Holiday Parks Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Working with upper management based in Adelaide,Mar 2020,Chef,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,2.0,Micro management from Sydney who lack awareness of Ops. Culture lacks respect of hard work,Mar 2020,Adelaide Office,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,3.0,Reward not given when due . LAck of progression in position,Mar 2020,Housekeeper,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,Where do I start ? Lack of honesty lack of integrity lack of any management with experience,Feb 2020,Manager,
,https://au.seek.com/companies/gday-group-861273,hospo and tourism,1.0,"Poor management, park managers get away with everything and treat staff poorly",Jan 2020,Administration Role,
